City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Mahebourg,MU,2021-09-29 04:21:33,-20.4081,57.7,75.49,64,40,18.41
293,Flinders,AU,2021-09-29 04:24:54,-34.5833,150.8552,67.17,84,100,1.01
294,Pangnirtung,CA,2021-09-29 04:21:45,66.1451,-65.7125,35.31,51,100,2.64
295,Ocos,GT,2021-09-29 04:24:54,14.5094,-92.1933,80.69,80,73,7.74
296,Lasa,IT,2021-09-29 04:22:08,46.6166,10.7002,56.03,93,98,1.54
297,Camargo,MX,2021-09-29 04:24:55,27.6667,-105.1667,77.05,29,64,12.01
298,Smolenka,RU,2021-09-29 04:24:55,52.1352,113.4974,41.07,56,40,13.42
299,Namibe,AO,2021-09-29 04:21:16,-15.1961,12.1522,62.49,87,39,2.28
300,Pokhara,NP,2021-09-29 04:24:56,28.2333,83.9833,79.2,71,32,4.56
301,San Clemente,US,2021-09-29 04:24:56,33.427,-117.612,67.41,84,77,3.0
302,Yamada,JP,2021-09-29 04:24:56,39.4667,141.95,70.72,72,83,12.5
303,Khatanga,RU,2021-09-29 04:21:40,71.9667,102.5,32.09,57,100,11.36
304,Nakamura,JP,2021-09-29 04:24:57,32.9833,132.9333,78.51,76,68,9.04
305,Solnechnyy,RU,2021-09-29 04:22:56,50.7214,136.6319,67.44,61,54,13.98
306,Pisco,PE,2021-09-29 04:24:57,-13.7,-76.2167,61.02,88,5,1.14
307,Palencia,ES,2021-09-29 04:24:58,42.4167,-4.5,50.79,81,80,6.06
308,Rodez,FR,2021-09-29 04:24:58,44.5,2.5833,53.28,87,75,6.91
309,Paharpur,PK,2021-09-29 04:24:59,32.1038,70.9724,91.81,45,0,6.04
310,Walvis Bay,NA,2021-09-29 04:24:59,-22.9575,14.5053,55.09,82,0,4.61
311,Bethel,US,2021-09-29 04:21:17,41.3712,-73.414,61.92,83,1,3.44
312,Banamba,ML,2021-09-29 04:22:20,13.55,-7.45,76.03,67,0,8.97
313,Codrington,AU,2021-09-29 04:23:22,-38.2667,141.9667,59.52,73,99,19.35
314,Odweyne,SO,2021-09-29 04:25:00,9.4092,45.064,75.11,54,8,10.29
315,Dawlatabad,AF,2021-09-29 04:22:22,36.4141,64.9053,71.37,25,0,4.14
316,Faya,SA,2021-09-29 04:22:09,18.3851,42.4509,68.11,35,59,2.48
317,Konongo,GH,2021-09-29 04:25:00,6.6167,-1.2167,69.71,100,80,1.92
318,Kruisfontein,ZA,2021-09-29 04:21:11,-34.0033,24.7314,49.89,80,100,7.16
319,Naroda,IN,2021-09-29 04:24:07,23.0833,72.6667,82.36,83,75,11.5
320,Lodja,CD,2021-09-29 04:23:02,-3.4833,23.4333,69.28,99,100,1.5
321,Usinsk,RU,2021-09-29 04:25:01,65.9939,57.5281,38.91,86,100,4.94
322,Salalah,OM,2021-09-29 04:23:03,17.0151,54.0924,82.49,74,20,1.14
323,Nizhniy Kuranakh,RU,2021-09-29 04:25:01,58.8353,125.4869,34.38,95,100,11.54
324,Villanueva,HN,2021-09-29 04:25:03,15.3167,-88.0,79.79,78,75,6.91
325,Richards Bay,ZA,2021-09-29 04:21:44,-28.783,32.0377,67.98,80,83,3.76
326,Ghanzi,BW,2021-09-29 04:25:03,-21.5667,21.7833,64.76,22,7,7.81
327,Livingston,GB,2021-09-29 04:22:25,55.9029,-3.5226,45.1,91,0,5.75
328,Pirogovo,RU,2021-09-29 04:25:04,56.7796,53.1495,35.65,86,31,5.95
329,Domoni,KM,2021-09-29 04:25:04,-12.2569,44.5319,77.63,80,27,6.62
330,Imeni Poliny Osipenko,RU,2021-09-29 04:25:05,52.4201,136.4853,70.32,54,86,15.5
331,Sisimiut,GL,2021-09-29 04:25:05,66.9395,-53.6735,29.12,46,3,7.23
332,Bonnyville,CA,2021-09-29 04:23:37,54.2668,-110.735,55.2,62,100,6.82
333,Purranque,CL,2021-09-29 04:25:06,-40.9167,-73.1667,40.33,93,76,0.87
334,Santa Luzia,BR,2021-09-29 04:25:06,-19.7697,-43.8514,71.94,56,0,4.61
335,Aripuana,BR,2021-09-29 04:25:06,-9.1667,-60.6333,72.07,86,16,1.54
336,Atikokan,CA,2021-09-29 04:25:07,48.7555,-91.6216,58.1,85,3,5.21
337,Astoria,US,2021-09-29 04:25:07,46.1879,-123.8313,53.94,86,40,3.0
338,Dargaville,NZ,2021-09-29 04:25:08,-35.9333,173.8833,57.76,63,11,11.5
339,Port Pirie,AU,2021-09-29 04:25:08,-33.1833,138.0167,68.09,47,1,6.55
340,Sabang,ID,2021-09-29 04:23:03,5.8933,95.3214,80.71,74,100,4.05
341,Asosa,ET,2021-09-29 04:25:08,10.0667,34.5333,59.54,85,29,4.18
342,Mount Isa,AU,2021-09-29 04:21:54,-20.7333,139.5,91.17,29,75,19.57
343,Kenora,CA,2021-09-29 04:25:09,49.8167,-94.4337,67.17,68,1,8.05
344,Derzhavinsk,KZ,2021-09-29 04:25:09,51.1,66.3167,43.05,76,100,2.24
345,Quatre Cocos,MU,2021-09-29 04:22:43,-20.2078,57.7625,75.31,64,77,16.75
346,Burnie,AU,2021-09-29 04:25:10,-41.0667,145.9167,57.65,63,100,6.35
347,Bastrop,US,2021-09-29 04:25:10,32.7562,-91.8724,71.82,94,100,1.01
348,Haimen,CN,2021-09-29 04:25:11,23.1935,116.6142,93.09,67,0,6.17
349,Martigny,CH,2021-09-29 04:25:11,46.0833,7.0833,57.29,96,75,4.56
350,Laramie,US,2021-09-29 04:25:05,41.3114,-105.5911,54.79,69,1,1.99
351,Doha,QA,2021-09-29 04:25:12,25.2867,51.5333,87.78,58,0,3.44
352,Wundanyi,KE,2021-09-29 04:25:12,-3.4019,38.364,61.47,78,80,7.76
353,Huilong,CN,2021-09-29 04:25:12,31.8111,121.655,91.98,74,98,11.74
354,Lagoa,PT,2021-09-29 04:22:12,39.05,-27.9833,70.97,87,94,16.53
355,Nome,US,2021-09-29 04:23:01,64.5011,-165.4064,35.67,56,90,6.91
356,Tonstad,NO,2021-09-29 04:25:13,58.6626,6.7169,58.33,94,100,12.03
357,Abonnema,NG,2021-09-29 04:25:14,4.7084,6.7931,75.04,94,90,3.98
358,Takoradi,GH,2021-09-29 04:21:10,4.8845,-1.7554,75.31,91,25,4.45
359,Hurghada,EG,2021-09-29 04:25:14,27.2574,33.8129,77.04,61,0,12.66
360,Mulchen,CL,2021-09-29 04:25:14,-37.7167,-72.2333,42.17,80,48,1.7
361,Constitucion,CL,2021-09-29 04:23:19,-35.3333,-72.4167,48.81,60,0,6.69
362,Axim,GH,2021-09-29 04:21:57,4.8699,-2.2405,75.87,89,17,2.84
363,Honiara,SB,2021-09-29 04:22:47,-9.4333,159.95,83.44,79,99,6.04
364,Manta,EC,2021-09-29 04:25:15,-0.95,-80.7333,73.18,83,75,10.36
365,Filadelfia,US,2021-09-29 04:20:46,39.9523,-75.1638,64.94,77,75,4.0
366,Lorengau,PG,2021-09-29 04:21:18,-2.0226,147.2712,85.91,69,45,8.9
367,Svetlogorsk,BY,2021-09-29 04:25:16,52.6333,29.7333,38.98,96,52,6.71
368,General Roca,AR,2021-09-29 04:25:16,-39.0333,-67.5833,59.4,26,93,21.92
369,Kokoda,PG,2021-09-29 04:25:16,-8.8785,147.7407,83.59,83,72,3.38
370,Nizwa,OM,2021-09-29 04:25:17,22.9333,57.5333,87.37,39,98,1.34
371,Torbay,CA,2021-09-29 04:21:57,47.6666,-52.7314,62.67,92,90,14.97
372,Coquimbo,CL,2021-09-29 04:21:23,-29.9533,-71.3436,53.33,100,90,4.61
373,Mogadishu,SO,2021-09-29 04:20:56,2.0371,45.3438,78.42,87,76,13.15
374,Dudinka,RU,2021-09-29 04:25:18,69.4058,86.1778,34.56,68,12,7.43
375,Vardo,NO,2021-09-29 04:20:58,70.3705,31.1107,43.0,75,99,11.23
376,Taoudenni,ML,2021-09-29 04:22:29,22.6783,-3.9836,87.48,12,0,11.39
377,Torit,SS,2021-09-29 04:25:18,4.4133,32.5678,71.13,86,59,1.39
378,Chokurdakh,RU,2021-09-29 04:21:29,70.6333,147.9167,27.1,94,81,6.87
379,Saint-Georges,GD,2021-09-29 04:25:19,12.0564,-61.7485,82.08,83,20,0.0
380,Umm Lajj,SA,2021-09-29 04:25:19,25.0213,37.2685,78.39,64,1,10.6
381,Wageningen,NL,2021-09-29 04:25:19,51.9667,5.6667,56.95,91,90,6.91
382,Provideniya,RU,2021-09-29 04:21:39,64.3833,-173.3,37.51,65,0,8.95
383,Binga,ZW,2021-09-29 04:25:20,-17.6203,27.3414,71.11,39,2,2.01
384,Mgachi,RU,2021-09-29 04:25:20,51.05,142.2667,66.43,73,78,14.43
385,Am Timan,TD,2021-09-29 04:25:21,11.0297,20.2827,71.98,96,83,3.83
386,Nador,MA,2021-09-29 04:25:21,35.174,-2.9287,62.85,88,40,3.44
387,Tres Arroyos,AR,2021-09-29 04:25:21,-38.3739,-60.2798,46.27,67,65,9.93
388,Koslan,RU,2021-09-29 04:25:22,63.4564,48.8989,40.35,91,89,0.18
389,Pedernales,DO,2021-09-29 04:23:28,18.0384,-71.744,80.28,76,48,3.36
390,Kahului,US,2021-09-29 04:25:22,20.8947,-156.47,78.84,79,40,16.11
391,Bullhead City,US,2021-09-29 04:23:02,35.1478,-114.5683,89.02,23,1,10.36
392,Gondar,ET,2021-09-29 04:25:23,12.6,37.4667,57.24,68,87,3.53
393,Bure,ET,2021-09-29 04:25:23,10.7,37.0667,54.99,89,46,4.21
394,Gladstone,AU,2021-09-29 04:25:24,-23.85,151.25,73.78,60,90,12.66
395,Senno,RU,2021-09-29 04:25:24,59.5336,33.9167,41.27,95,100,0.69
396,Nivala,FI,2021-09-29 04:25:25,63.9167,24.9667,36.68,98,69,4.34
397,Key West,US,2021-09-29 04:18:50,24.5557,-81.7826,84.2,65,1,8.05
398,Oranjemund,NA,2021-09-29 04:25:25,-28.55,16.4333,55.72,89,51,9.53
399,Milos,GR,2021-09-29 04:25:25,36.75,24.4333,66.92,68,30,25.57
400,Beira,MZ,2021-09-29 04:25:26,-19.8436,34.8389,73.76,83,30,0.58
401,Rio Cauto,CU,2021-09-29 04:25:26,20.5603,-76.9161,70.86,87,90,3.29
402,Bilibino,RU,2021-09-29 04:23:09,68.0546,166.4372,12.92,91,55,2.59
403,Weymouth,US,2021-09-29 04:25:27,42.2209,-70.9398,61.88,92,75,1.99
404,Wenling,CN,2021-09-29 04:25:27,28.3669,121.36,96.91,63,0,4.25
405,Asfi,MA,2021-09-29 04:25:28,32.2994,-9.2372,67.37,90,12,17.22
406,Christchurch,NZ,2021-09-29 04:19:54,-43.5333,172.6333,66.4,40,11,19.57
407,Buraydah,SA,2021-09-29 04:23:16,26.326,43.975,72.05,15,4,5.73
408,San Cristobal,VE,2021-09-29 04:20:58,7.7669,-72.225,64.99,95,93,2.24
409,Wahiawa,US,2021-09-29 04:25:28,21.5028,-158.0236,77.32,74,1,11.5
410,Havre-Saint-Pierre,CA,2021-09-29 04:23:22,50.2334,-63.5986,48.2,93,1,5.75
411,Bastia,FR,2021-09-29 04:25:29,42.6667,9.3333,70.3,82,0,10.0
412,Antalaha,MG,2021-09-29 04:21:30,-14.9003,50.2788,71.65,87,68,6.91
413,Abha,SA,2021-09-29 04:25:29,18.2164,42.5053,67.82,37,40,0.0
414,Chumikan,RU,2021-09-29 04:25:30,54.7183,135.315,49.69,91,100,21.16
415,Sitka,US,2021-09-29 04:22:28,57.0531,-135.33,51.69,58,75,12.66
416,Banjar,ID,2021-09-29 04:23:08,-8.19,114.9675,85.86,71,91,0.87
417,Mayumba,GA,2021-09-29 04:25:30,-3.432,10.6554,75.2,88,100,7.65
418,Srednekolymsk,RU,2021-09-29 04:23:30,67.45,153.6833,29.3,64,88,8.81
419,Dunedin,NZ,2021-09-29 04:23:29,-45.8742,170.5036,53.42,77,95,13.06
420,Hof,DE,2021-09-29 04:25:31,50.3167,11.9167,57.45,62,100,1.99
421,Zonguldak,TR,2021-09-29 04:25:31,41.25,31.8333,47.25,94,33,2.91
422,Waingapu,ID,2021-09-29 04:25:31,-9.6567,120.2641,86.61,58,8,11.5
423,Launceston,AU,2021-09-29 04:25:32,-41.45,147.1667,63.61,60,90,7.0
424,Skegness,GB,2021-09-29 04:25:32,53.1436,0.3363,52.05,81,100,14.88
425,Shimoda,JP,2021-09-29 04:23:16,34.6667,138.95,77.36,72,42,12.97
426,Esna,EG,2021-09-29 04:25:33,25.2934,32.554,69.82,35,0,13.13
427,Kristiinankaupunki,FI,2021-09-29 04:25:33,62.2743,21.376,43.52,93,3,10.22
428,Xai-Xai,MZ,2021-09-29 04:25:33,-25.0519,33.6442,70.66,92,12,8.03
429,Tacoronte,ES,2021-09-29 04:25:34,28.4769,-16.4102,68.94,83,75,18.99
430,Cori,IT,2021-09-29 04:25:34,41.6444,12.9128,69.13,80,78,1.01
431,Saint-Pierre,RE,2021-09-29 04:22:28,-21.3393,55.4781,74.88,61,0,4.61
432,Samarai,PG,2021-09-29 04:25:35,-10.6167,150.6667,79.36,87,95,16.28
433,Felanitx,ES,2021-09-29 04:25:35,39.4696,3.1483,66.13,78,0,2.89
434,Port Hedland,AU,2021-09-29 04:25:35,-20.3167,118.5667,87.85,35,3,13.8
435,Butler,US,2021-09-29 04:25:36,39.4501,-84.5666,68.36,89,1,0.0
436,Bethal,ZA,2021-09-29 04:25:36,-26.4579,29.4655,59.14,49,33,4.21
437,Champasak,LA,2021-09-29 04:25:37,14.75,106.0,90.48,68,47,2.55
438,Miracema Do Tocantins,BR,2021-09-29 04:25:37,-9.5618,-48.3967,80.37,66,99,6.38
439,Taltal,CL,2021-09-29 04:25:37,-25.4,-70.4833,62.24,65,20,4.5
440,Sao Filipe,CV,2021-09-29 04:25:38,14.8961,-24.4956,79.36,78,8,8.97
441,Tura,IN,2021-09-29 04:21:31,25.5198,90.2201,79.92,76,100,4.32
442,Nemuro,JP,2021-09-29 04:25:38,43.3236,145.575,66.63,72,100,12.28
443,Umiray,PH,2021-09-29 04:25:39,15.2206,121.4111,85.77,72,58,1.95
444,Deputatskiy,RU,2021-09-29 04:22:18,69.3,139.9,23.72,63,63,0.87
445,Srisailam,IN,2021-09-29 04:25:39,16.0833,78.8667,79.18,70,92,7.36
446,Siirt,TR,2021-09-29 04:25:40,37.9326,41.9403,66.74,27,0,4.79
447,Kapuskasing,CA,2021-09-29 04:25:40,49.4169,-82.4331,35.69,93,1,2.3
448,Yining,CN,2021-09-29 04:25:40,29.0361,114.5636,74.52,94,100,1.66
449,Abu Samrah,SY,2021-09-29 04:25:41,35.3029,37.1841,65.07,86,0,6.35
450,Golkoy,TR,2021-09-29 04:25:41,40.6875,37.6178,51.21,95,99,2.62
451,Dafeng,CN,2021-09-29 04:25:41,23.4517,108.5881,91.71,55,1,2.28
452,Choix,MX,2021-09-29 04:25:42,26.7092,-108.3219,73.08,88,82,3.6
453,Barinitas,VE,2021-09-29 04:25:42,8.7622,-70.4111,67.59,94,88,5.46
454,Carbajales,HN,2021-09-29 04:25:43,15.5167,-86.35,73.22,99,45,1.7
455,Macia,MZ,2021-09-29 04:25:43,-25.0269,33.0989,69.12,91,52,7.87
456,Onguday,RU,2021-09-29 04:25:44,50.75,86.15,46.27,75,99,3.4
457,Tommot,RU,2021-09-29 04:25:44,58.9564,126.2925,36.18,90,100,11.48
458,Carlisle,US,2021-09-29 04:25:44,40.2015,-77.1889,62.1,88,11,1.01
459,Havelock,US,2021-09-29 04:25:45,34.8791,-76.9013,75.94,87,6,3.0
460,Aksha,RU,2021-09-29 04:25:45,50.2814,113.2867,44.01,39,84,14.97
461,Galle,LK,2021-09-29 04:24:46,6.0367,80.217,81.86,80,79,14.14
462,Tomatlan,MX,2021-09-29 04:21:50,19.9333,-105.25,75.07,93,94,2.84
463,Kyra,RU,2021-09-29 04:25:45,49.5776,111.9753,44.11,38,26,8.41
464,Chicama,PE,2021-09-29 04:22:19,-7.8447,-79.1469,59.54,81,10,4.05
465,Vrangel,RU,2021-09-29 04:25:46,42.7297,133.0839,64.22,93,100,10.49
466,Cherskiy,RU,2021-09-29 04:22:06,68.75,161.3,23.72,96,100,11.03
467,Santa Isabel,BR,2021-09-29 04:25:46,-23.3156,-46.2214,76.66,59,31,3.36
468,Karratha,AU,2021-09-29 04:23:11,-20.7377,116.8463,87.69,17,1,8.25
469,Palatka,US,2021-09-29 04:25:47,29.6486,-81.6376,75.97,78,72,3.31
470,Sioux Lookout,CA,2021-09-29 04:22:37,50.1001,-91.917,64.78,77,1,4.61
471,Tabas,IR,2021-09-29 04:25:48,33.5959,56.9244,86.29,10,0,1.97
472,Nokaneng,BW,2021-09-29 04:25:48,-19.6667,22.2667,68.31,22,0,7.54
473,Tateyama,JP,2021-09-29 04:25:48,34.9833,139.8667,83.14,73,58,10.04
474,Vinh,VN,2021-09-29 04:25:49,18.6667,105.6667,86.29,70,7,2.28
475,Norman Wells,CA,2021-09-29 04:22:07,65.282,-126.8329,30.24,86,75,8.05
476,Igrim,RU,2021-09-29 04:25:49,63.1906,64.4162,35.73,75,56,2.55
477,Cangzhou,CN,2021-09-29 04:25:50,38.3167,116.8667,74.44,58,0,4.74
478,Klaksvik,FO,2021-09-29 04:21:56,62.2266,-6.589,47.32,83,37,7.54
479,Shestakovo,RU,2021-09-29 04:25:50,56.4915,103.96,36.14,81,99,5.01
480,Olafsvik,IS,2021-09-29 04:25:51,64.8945,-23.7142,41.13,80,100,21.41
481,Puerto Varas,CL,2021-09-29 04:25:51,-41.3195,-72.9854,35.82,100,0,0.0
482,Nipawin,CA,2021-09-29 04:25:51,53.3668,-104.0009,64.44,59,1,11.5
483,Alvand,IR,2021-09-29 04:25:52,36.3187,49.1678,48.83,80,22,5.82
484,Rostovka,RU,2021-09-29 04:25:52,55.3842,71.8891,42.08,63,98,12.86
485,Rondonopolis,BR,2021-09-29 04:21:24,-16.4708,-54.6356,83.25,47,58,1.68
486,Yabelo,ET,2021-09-29 04:25:52,4.8833,38.0833,61.18,69,84,9.01
487,Waw,SS,2021-09-29 04:25:53,7.7029,27.9953,70.0,97,62,3.47
488,Greytown,ZA,2021-09-29 04:25:53,-29.0642,30.5928,55.13,96,72,2.91
489,Vitim,RU,2021-09-29 04:25:54,59.4511,112.5578,36.27,88,98,5.97
490,Ahuimanu,US,2021-09-29 04:25:54,21.4447,-157.8378,80.31,69,40,11.5
491,Wanning,CN,2021-09-29 04:21:20,18.8003,110.3967,86.2,63,10,3.09
492,Shieli,KZ,2021-09-29 04:25:55,44.1667,66.75,58.87,55,16,6.11
493,Pangai,TO,2021-09-29 04:25:55,-19.8,-174.35,80.71,65,20,13.8
494,Saint-Augustin,CA,2021-09-29 04:22:31,51.226,-58.6502,45.68,85,7,8.21
495,Brae,GB,2021-09-29 04:25:56,60.3964,-1.353,49.91,93,100,5.64
496,Yellapur,IN,2021-09-29 04:25:56,14.9667,74.7167,74.53,98,100,4.52
497,Jaciara,BR,2021-09-29 04:25:56,-15.9653,-54.9683,80.65,49,23,2.33
498,Makakilo City,US,2021-09-29 04:25:57,21.3469,-158.0858,79.12,66,1,11.5
499,Arica,CL,2021-09-29 04:25:57,-18.475,-70.3042,57.43,72,0,4.61
500,Kavaratti,IN,2021-09-29 04:25:57,10.5669,72.642,81.25,80,28,16.26
501,Saldanha,ZA,2021-09-29 04:21:42,-33.0117,17.9442,55.45,76,0,23.94
502,Santa Cruz,BO,2021-09-29 04:25:08,-17.8,-63.1667,76.46,83,4,5.75
503,Vieux-Habitants,GP,2021-09-29 04:25:58,16.0589,-61.7659,74.77,77,3,7.47
504,Zaozhuang,CN,2021-09-29 04:25:34,34.8647,117.5542,78.12,63,4,1.5
505,Ovsyanka,RU,2021-09-29 04:25:58,55.9575,92.5519,40.17,63,69,6.31
506,Kalga,RU,2021-09-29 04:25:59,50.9251,118.898,45.09,42,26,11.32
507,Bonfim,BR,2021-09-29 04:25:59,3.0833,-59.95,77.9,72,22,2.06
508,Asasa,ET,2021-09-29 04:25:59,7.1,39.2,56.68,85,78,2.44
509,Antsohihy,MG,2021-09-29 04:26:00,-14.8796,47.9875,75.72,54,5,9.1
510,Zhigansk,RU,2021-09-29 04:21:43,66.7697,123.3711,36.07,65,51,19.82
511,Maceio,BR,2021-09-29 04:26:00,-9.6658,-35.7353,74.64,94,20,3.44
512,Port-Gentil,GA,2021-09-29 04:23:25,-0.7193,8.7815,77.0,87,99,8.9
513,Khalilabad,IN,2021-09-29 04:26:01,26.775,83.0736,83.07,79,70,9.82
514,Paka,MY,2021-09-29 04:26:01,4.6374,103.4368,85.93,74,40,0.0
515,Matane,CA,2021-09-29 04:23:28,48.8286,-67.522,47.95,1,83,4.34
516,Belaya Gora,RU,2021-09-29 04:21:08,68.5333,146.4167,31.86,64,84,11.18
517,Fuyu,CN,2021-09-29 04:26:01,45.1833,124.8167,59.34,37,80,13.15
518,Nerchinskiy Zavod,RU,2021-09-29 04:26:02,51.3088,119.61,44.01,44,49,11.01
519,Tamandare,BR,2021-09-29 04:21:18,-8.7597,-35.1047,73.94,86,31,6.93
520,Todos Santos,MX,2021-09-29 04:23:28,23.45,-110.2167,82.0,85,2,7.18
521,Asadabad,IR,2021-09-29 04:26:02,34.7824,48.1185,58.95,13,0,1.39
522,Revda,RU,2021-09-29 04:26:03,56.801,59.9303,38.21,79,29,6.85
523,Pareora,NZ,2021-09-29 04:26:03,-44.4871,171.2132,59.65,58,70,4.99
524,Nuevo Progreso,MX,2021-09-29 04:26:04,23.1667,-97.95,81.46,70,20,7.29
525,Tsubata,JP,2021-09-29 04:26:04,36.6667,136.7333,84.31,59,74,3.22
526,Finnsnes,NO,2021-09-29 04:26:04,69.2296,17.9811,42.35,80,70,2.33
527,Marigot,MF,2021-09-29 04:26:05,18.0667,-63.0833,82.74,78,20,4.61
528,Neyshabur,IR,2021-09-29 04:26:05,36.2133,58.7958,69.33,30,0,1.52
529,Petropavlovsk-Kamchatskiy,RU,2021-09-29 04:21:34,53.0452,158.6483,64.99,42,20,17.9
530,Barabai,ID,2021-09-29 04:26:06,-2.5833,115.3833,91.29,59,63,1.39
531,Sudislavl,RU,2021-09-29 04:26:06,57.8817,41.7083,36.5,94,85,4.29
532,Nuuk,GL,2021-09-29 04:21:08,64.1835,-51.7216,30.81,74,0,9.22
533,Cap Malheureux,MU,2021-09-29 04:26:07,-19.9842,57.6142,75.69,62,40,8.99
534,Itarema,BR,2021-09-29 04:26:07,-2.9248,-39.9167,78.76,84,12,16.31
535,Airai,TL,2021-09-29 04:20:58,-8.9266,125.4092,82.67,28,16,3.6
536,La Ronge,CA,2021-09-29 04:26:08,55.1001,-105.2842,64.65,63,90,11.5
537,Killybegs,IE,2021-09-29 04:26:08,54.6333,-8.45,44.46,65,91,19.98
538,Shobara,JP,2021-09-29 04:26:08,34.85,133.0167,79.65,65,83,7.34
539,Irbil,IQ,2021-09-29 04:26:09,36.1926,44.0106,71.42,23,0,1.14
540,Norfolk,US,2021-09-29 04:26:09,42.1668,-71.2495,60.78,92,1,1.01
541,Kiama,AU,2021-09-29 04:26:09,-34.6833,150.8667,67.37,87,100,5.01
542,Vorobyevka,RU,2021-09-29 04:26:10,50.6451,40.9245,40.87,82,68,7.7
543,Goya,AR,2021-09-29 04:26:10,-29.14,-59.2626,62.28,94,87,7.0
544,Chernyy Yar,RU,2021-09-29 04:26:11,48.0624,46.1091,45.23,62,80,6.71
545,Coihaique,CL,2021-09-29 04:22:08,-45.5752,-72.0662,39.15,87,20,3.44
546,Zhanaozen,KZ,2021-09-29 04:26:11,43.3,52.8,53.82,74,74,9.17
547,Dongning,CN,2021-09-29 04:26:11,44.0622,131.1207,72.01,52,100,3.83
548,Cerrito,CO,2021-09-29 04:26:12,6.8432,-72.694,53.65,90,98,1.12
549,Dindori,IN,2021-09-29 04:26:12,22.95,81.0833,79.02,79,63,5.12
550,Puerto Del Rosario,ES,2021-09-29 04:16:33,28.5004,-13.8627,73.15,78,17,23.02
551,Jacareacanga,BR,2021-09-29 04:26:13,-6.2222,-57.7528,70.63,95,62,0.34
552,Chanasma,IN,2021-09-29 04:26:13,23.7167,72.1167,84.34,69,97,18.54
553,Payakumbuh,ID,2021-09-29 04:26:13,-0.2202,100.6308,80.49,82,100,1.9
554,Mezen,RU,2021-09-29 04:26:14,65.8522,44.24,44.22,94,99,5.35
555,Fare,PF,2021-09-29 04:26:14,-16.7,-151.0167,78.44,78,14,16.31
556,Port Blair,IN,2021-09-29 04:26:15,11.6667,92.75,84.06,72,92,3.04
557,Fortuna,US,2021-09-29 04:21:29,40.5982,-124.1573,56.66,72,20,1.01
558,Severo-Kurilsk,RU,2021-09-29 04:23:08,50.6789,156.125,54.79,77,100,11.05
559,Salinas,US,2021-09-29 04:25:32,36.6777,-121.6555,63.41,70,1,9.22
560,Capoterra,IT,2021-09-29 04:26:15,39.1763,8.9718,67.57,81,11,6.91
561,Labuhan,ID,2021-09-29 04:26:16,-6.8844,112.2051,89.85,51,33,4.65
562,Evensk,RU,2021-09-29 04:26:16,61.95,159.2333,36.34,30,48,21.81
563,Hilton Head Island,US,2021-09-29 04:25:06,32.2163,-80.7526,77.99,75,1,0.0
564,Lasem,ID,2021-09-29 04:26:16,-6.6922,111.4527,90.1,48,27,7.54
565,Songjianghe,CN,2021-09-29 04:26:17,42.1859,127.479,70.05,50,58,4.74
566,Porbandar,IN,2021-09-29 04:26:17,21.6422,69.6093,78.78,94,75,3.44
567,Sawakin,SD,2021-09-29 04:26:18,19.1059,37.3321,83.48,67,14,3.98
568,Camopi,GF,2021-09-29 04:26:18,3.1655,-52.3158,70.83,100,4,1.79
569,Basar,IN,2021-09-29 04:26:18,27.9833,94.6667,74.66,54,13,1.5
570,Baiquan,CN,2021-09-29 04:26:19,47.5833,126.0833,54.64,43,23,11.36
571,Gimli,CA,2021-09-29 04:26:19,50.6336,-96.9907,69.44,77,10,1.14
572,Zhigalovo,RU,2021-09-29 04:26:19,54.8097,105.1578,38.14,69,99,5.77
573,Prince Rupert,CA,2021-09-29 04:21:53,54.3161,-130.3201,49.69,77,90,6.91
574,Tagbac,PH,2021-09-29 04:26:20,7.089,125.1567,84.52,66,90,3.13
575,Araouane,ML,2021-09-29 04:26:20,18.9048,-3.5265,86.49,14,0,7.74
576,Mareeba,AU,2021-09-29 04:23:30,-17.0,145.4333,81.45,65,100,10.27
577,Vanavara,RU,2021-09-29 04:26:21,60.34,102.2797,41.49,52,42,5.17
578,Tra Vinh,VN,2021-09-29 04:26:21,9.9347,106.3453,88.52,64,42,5.39
579,Rio Grande,BR,2021-09-29 04:26:22,-32.035,-52.0986,60.94,95,100,15.86
580,Ust-Kulom,RU,2021-09-29 04:26:22,61.6864,53.6902,40.44,94,100,3.56
